Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
12690	-15813.62	-15822.14	8.518059	0.131959	0.0997231	0.107078	0.103682	0.130263	0.094595	0.104464	0.0897575	0.106467	0.19278	0.0908485	0.0787818	0.0997643	0.124124	0.127344	0.11587	0.150363	0.123622	0.122459	0.0817637	0.082907	0.0910421	0.147527	0.0187062	0.0285721	0.019452	0.0153896	0.0284615	0.0595149	0.0215595	0.0359737	0.0191696	0.0325896	0.059144	0.0804464	0.0222102	0.0403849	0.0302974	0.0417239	0.0367072	0.0162697	0.0138052	0.0481814	3.265745
12700	-15810.22	-15818.56	8.33911	0.131959	0.0978695	0.105717	0.0988246	0.0958777	0.0790046	0.118799	0.0841612	0.0981981	0.193564	0.0828091	0.101248	0.114721	0.0897501	0.144829	0.126767	0.142022	0.105157	0.135039	0.0828654	0.082907	0.0747475	0.175809	0.0375719	0.0265501	0.0216143	0.0191954	0.0272878	0.0582858	0.0296955	0.0385183	0.0184946	0.0265993	0.0667636	0.066553	0.0376106	0.0336431	0.0386775	0.0322815	0.0379247	0.0256412	0.030548	0.0475383	3.28364
12710	-15809.59	-15818.32	8.73065	0.153727	0.0901637	0.0842126	0.105396	0.118981	0.0896259	0.118849	0.0660929	0.102262	0.174531	0.0763683	0.0826289	0.0853685	0.0995809	0.135266	0.107271	0.121106	0.101262	0.103996	0.0828654	0.0862663	0.107178	0.155811	0.0312079	0.0329812	0.0311296	0.030422	0.0323423	0.0621434	0.0366352	0.035662	0.0149714	0.0356866	0.0739849	0.071931	0.0294439	0.0349289	0.0382752	0.0446435	0.060712	0.0285355	0.0367578	0.0332814	3.244486
12720	-15812.89	-15822.33	9.438246	0.130064	0.0961556	0.0775741	0.102232	0.138719	0.0671438	0.122103	0.0963558	0.0890128	0.14645	0.0880396	0.0795591	0.0887971	0.0910214	0.100273	0.136054	0.1024	0.122847	0.124585	0.067062	0.0881824	0.0655741	0.174076	0.0328993	0.044338	0.0157347	0.0280819	0.0278987	0.0528241	0.0304443	0.0457196	0.0281254	0.0254142	0.041332	0.0851559	0.0345939	0.0276656	0.0563155	0.0494745	0.0444023	0.0366536	0.0282056	0.044165	3.173726
12730	-15817.16	-15825.99	8.837226	0.145443	0.107202	0.0981169	0.102232	0.122463	0.069171	0.116975	0.0746561	0.108978	0.15942	0.105279	0.113091	0.0929158	0.0931946	0.0950959	0.114328	0.110747	0.117957	0.112648	0.0809541	0.0797635	0.083372	0.167009	0.0435937	0.0334696	0.0137907	0.0259546	0.0370477	0.0560059	0.0261745	0.039702	0.0105861	0.015498	0.0834881	0.0819982	0.0186005	0.038111	0.0250931	0.0600776	0.04925	0.0290142	0.0239284	0.0514321	3.233828
12740	-15805.8	-15814.71	8.91274	0.137416	0.0950574	0.0951048	0.0841438	0.112497	0.0663378	0.112597	0.0766814	0.0887499	0.16403	0.0754472	0.0936611	0.118498	0.0999216	0.117047	0.111648	0.136129	0.120927	0.125575	0.0809261	0.0880628	0.083372	0.146128	0.0554432	0.0285612	0.0238368	0.0177819	0.0343231	0.0480125	0.0291858	0.0499024	0.027608	0.0230403	0.04935	0.11038	0.0400533	0.0481916	0.034644	0.0251062	0.0393801	0.0400146	0.0379806	0.0335242	3.226277
12750	-15802.37	-15812.19	9.814319	0.137416	0.103854	0.0986002	0.0939782	0.108767	0.0749257	0.120248	0.0874673	0.0997193	0.161599	0.0903655	0.0678832	0.095928	0.0999216	0.119002	0.119576	0.110833	0.122811	0.109436	0.0610703	0.0993517	0.0746795	0.164472	0.0194968	0.0233935	0.0177966	0.0289793	0.023964	0.0595228	0.0350366	0.0358124	0.0188227	0.0222677	0.0530838	0.0861619	0.0294793	0.0321623	0.0366309	0.0388991	0.04413	0.0351508	0.0210638	0.0523593	3.136119
12760	-15818.45	-15827.04	8.594221	0.131994	0.132716	0.0982505	0.105071	0.13448	0.0754037	0.141887	0.076673	0.0917381	0.168495	0.0564357	0.0984357	0.0921874	0.102146	0.108137	0.115968	0.0896953	0.111497	0.144536	0.0828317	0.0693815	0.0951525	0.160024	0.0397114	0.0341462	0.0314501	0.0245081	0.0328191	0.0687835	0.0257957	0.0454961	0.0225688	0.0256399	0.0505871	0.0808211	0.0351471	0.0255369	0.0373874	0.0358851	0.0386766	0.0476832	0.0199895	0.0523593	3.258129
12770	-15806.94	-15815.6	8.65998	0.134071	0.110596	0.114974	0.114167	0.119499	0.0880261	0.111062	0.0725169	0.111575	0.163483	0.0887017	0.0922344	0.0831645	0.107241	0.125556	0.120879	0.12618	0.116202	0.113811	0.0796608	0.0741994	0.0856722	0.139306	0.0509804	0.0341462	0.0254809	0.0200473	0.0212955	0.058673	0.0221877	0.0399993	0.024387	0.0263392	0.0513211	0.0859067	0.0346284	0.0420659	0.0399018	0.0213266	0.0525885	0.0443197	0.0199501	0.0432294	3.251553
12780	-15807.4	-15816.08	8.680036	0.155911	0.0885987	0.114974	0.0760958	0.119499	0.0699951	0.11438	0.0768264	0.108176	0.149041	0.0798003	0.0856305	0.120129	0.110955	0.117605	0.139973	0.114237	0.114745	0.101013	0.0794684	0.104644	0.0799357	0.161159	0.0612462	0.0398107	0.0170035	0.0289354	0.0262535	0.0484563	0.0307404	0.0369471	0.019796	0.0243978	0.0640329	0.0860973	0.0341484	0.0281386	0.0379517	0.0348032	0.0433856	0.0338005	0.0304486	0.0403631	3.249547
12790	-15820.94	-15830.07	9.122723	0.155911	0.102092	0.101261	0.0760958	0.119499	0.0724047	0.130716	0.0707464	0.0677746	0.154581	0.0778992	0.085922	0.0819074	0.125585	0.117605	0.139973	0.135136	0.119189	0.112972	0.0798795	0.0775184	0.0799357	0.176228	0.04894	0.0327754	0.0395636	0.0264631	0.0348854	0.0299866	0.0275998	0.0305928	0.00891272	0.0335948	0.0694867	0.0942275	0.0430689	0.030489	0.0272122	0.0291801	0.0395479	0.0462245	0.0165545	0.0351405	3.205278
12800	-15805.35	-15813.97	8.612503	0.145985	0.0978545	0.113136	0.0971513	0.104829	0.0858806	0.117068	0.0708856	0.106897	0.154455	0.0902677	0.104371	0.0942631	0.102145	0.12537	0.12413	0.126676	0.115449	0.118237	0.0879658	0.0795651	0.0682509	0.17325	0.0592939	0.0279403	0.0220458	0.0308635	0.0330396	0.054885	0.0413178	0.0292352	0.0101365	0.0237344	0.0627285	0.086627	0.0255473	0.0360917	0.032762	0.0273172	0.0541224	0.0380777	0.0263148	0.0301372	3.2563
12810	-15818.13	-15826.96	8.838235	0.115129	0.0908428	0.0911101	0.0843411	0.112334	0.0828098	0.129958	0.094694	0.12862	0.170214	0.0825659	0.076194	0.0851749	0.0972525	0.107669	0.127352	0.125956	0.0982674	0.130424	0.0735562	0.0974607	0.0934938	0.146993	0.0678299	0.0185132	0.0201209	0.0243472	0.03915	0.0529195	0.0431233	0.0505983	0.0240505	0.0266117	0.0696997	0.0790403	0.0299748	0.0171478	0.0386668	0.0353623	0.038512	0.0352066	0.0338226	0.0466181	3.233727
12820	-15818.17	-15827.04	8.872264	0.163132	0.1155	0.0993644	0.0895355	0.132828	0.0776678	0.129958	0.1012	0.123887	0.159618	0.083118	0.086492	0.100743	0.0972525	0.122293	0.0932866	0.11252	0.118004	0.123674	0.068612	0.108338	0.0902892	0.153092	0.0563196	0.0243781	0.0181524	0.0255126	0.0335887	0.044161	0.0196875	0.0306924	0.0196756	0.0239938	0.0514699	0.0941537	0.0160485	0.0230277	0.0332143	0.010777	0.0619323	0.0394504	0.0103005	0.0433829	3.230324
12830	-15806.55	-15815.47	8.921029	0.127655	0.0731084	0.0957481	0.0977515	0.117236	0.0694688	0.126055	0.0741136	0.120412	0.162858	0.0835273	0.086492	0.094307	0.0893058	0.107823	0.0947971	0.131172	0.118004	0.116441	0.0851607	0.0909498	0.107852	0.170049	0.0532803	0.0236666	0.021145	0.014492	0.0377443	0.0516785	0.0272748	0.0440406	0.0253846	0.0325465	0.0572564	0.0880069	0.0397437	0.0282379	0.0405714	0.0178549	0.0498899	0.0449005	0.0298263	0.0576205	3.225448
12840	-15817.19	-15826.51	9.322709	0.126655	0.0876864	0.103566	0.0754619	0.11011	0.0917019	0.149311	0.0959639	0.0945122	0.15798	0.101133	0.0699909	0.0945384	0.0795299	0.106589	0.107195	0.11597	0.112672	0.115171	0.0865276	0.0987792	0.0787681	0.154453	0.0437038	0.0214487	0.0139428	0.027726	0.0418894	0.062224	0.0299334	0.0410123	0.0305673	0.0456219	0.0667513	0.090505	0.0447436	0.0281085	0.023909	0.0218603	0.045706	0.0507312	0.00947996	0.0311508	3.18528
12850	-15817.61	-15826.76	9.147633	0.126599	0.10546	0.0804646	0.0895153	0.131179	0.0601489	0.126187	0.0755393	0.0814246	0.162642	0.0853226	0.0690858	0.096852	0.118333	0.109416	0.147386	0.117229	0.103533	0.110276	0.0697507	0.0987792	0.110179	0.176388	0.0428782	0.0302558	0.0112201	0.0359387	0.0181886	0.0787938	0.0295347	0.030347	0.0254957	0.0267489	0.0549829	0.10235	0.0294303	0.0345102	0.0311129	0.0275474	0.0582291	0.0208454	0.0122566	0.0504313	3.202787
12860	-15807.58	-15816.27	8.687105	0.148961	0.105848	0.0863983	0.101135	0.108609	0.0743531	0.130119	0.0822011	0.103872	0.192967	0.0729513	0.0876515	0.107972	0.0771791	0.114521	0.117296	0.119551	0.112695	0.119693	0.0780571	0.0745905	0.0827767	0.163033	0.0597167	0.033617	0.0129772	0.0195685	0.0242488	0.0574824	0.0296993	0.0515524	0.0315264	0.0200234	0.0650161	0.0660221	0.0283281	0.0411325	0.0457039	0.0302931	0.0399088	0.034546	0.0327145	0.0623338	3.24884
12870	-15805.17	-15813.43	8.267062	0.134266	0.104712	0.115384	0.100533	0.108609	0.075206	0.131226	0.0913891	0.106149	0.185029	0.0665387	0.0875077	0.0939632	0.0847448	0.121675	0.119108	0.123358	0.128642	0.122002	0.0871955	0.0900123	0.0860164	0.183456	0.040027	0.0405789	0.0260727	0.0393965	0.020713	0.0614438	0.0206871	0.0432812	0.0269465	0.0309863	0.0632534	0.084436	0.0260986	0.0268694	0.0337424	0.0199973	0.042826	0.0210359	0.0220909	0.0536421	3.290845
12880	-15807.2	-15816.12	8.911278	0.129858	0.0839217	0.0861879	0.102736	0.111647	0.0669864	0.106246	0.0728429	0.106578	0.164892	0.0754388	0.0969355	0.0958349	0.0978017	0.113187	0.109003	0.137156	0.128441	0.123762	0.0919342	0.106636	0.0860164	0.18869	0.0443312	0.0256042	0.021159	0.021961	0.0293941	0.0503367	0.0272458	0.0366392	0.023155	0.029212	0.0558548	0.0835261	0.0388426	0.0217411	0.0388781	0.0193144	0.0640501	0.0471977	0.0318514	0.0333954	3.226423
12890	-15822.15	-15830.83	8.68456	0.134034	0.102096	0.119908	0.0919441	0.111647	0.0784081	0.124155	0.0772585	0.0939679	0.170355	0.0790428	0.0702049	0.0917722	0.101598	0.139124	0.123216	0.121986	0.083488	0.108293	0.0771326	0.0998751	0.112334	0.192305	0.0837484	0.0314019	0.0177753	0.0238203	0.0415892	0.0527437	0.0313705	0.0418176	0.0104747	0.0276632	0.0452546	0.0715536	0.0317348	0.0185484	0.0288865	0.023987	0.071003	0.0362525	0.0219726	0.0333547	3.249095
12900	-15823.7	-15831.35	7.650153	0.168018	0.0806453	0.0865263	0.0703037	0.114142	0.0858046	0.136351	0.0803024	0.0869039	0.170355	0.086095	0.0738971	0.109783	0.101598	0.108798	0.144612	0.120267	0.116655	0.119271	0.0834052	0.0927477	0.0883012	0.186953	0.0636197	0.0284512	0.0284268	0.0206801	0.022906	0.0529074	0.033395	0.0369879	0.0306587	0.03126	0.0794523	0.0890115	0.0331821	0.0317393	0.0362175	0.0339614	0.0615877	0.0578463	0.0202465	0.048264	3.352535
12910	-15803.01	-15812.01	9.004303	0.115936	0.111217	0.109405	0.0836246	0.115109	0.0683361	0.125891	0.0884631	0.101816	0.170355	0.0709242	0.0812572	0.0928977	0.104451	0.111244	0.111128	0.118048	0.104059	0.143273	0.0741688	0.0903148	0.076924	0.157776	0.0569193	0.0278021	0.0100085	0.0276444	0.0231261	0.065242	0.0263117	0.0356714	0.032915	0.0194554	0.0692016	0.0890115	0.0388973	0.0328878	0.0429553	0.039262	0.0419685	0.0404728	0.0273825	0.043368	3.21712
12920	-15804.15	-15813.13	8.977413	0.134287	0.100247	0.094785	0.0907065	0.133686	0.102219	0.130401	0.089779	0.0981529	0.170104	0.0752818	0.0955906	0.0819559	0.10473	0.101039	0.114362	0.124058	0.130029	0.118163	0.0741688	0.0802357	0.0849323	0.147361	0.0456423	0.0296529	0.0297157	0.0241623	0.0189669	0.0539827	0.0226541	0.0362784	0.032706	0.0228089	0.059214	0.0754723	0.0268237	0.0260923	0.0389456	0.0331536	0.0622248	0.0212413	0.0317145	0.0520817	3.219809
12930	-15802.3	-15811.61	9.303144	0.125437	0.100247	0.0884106	0.0915743	0.114077	0.0668337	0.129149	0.07791	0.0903973	0.148428	0.0824224	0.0924247	0.0927303	0.111273	0.0983983	0.139529	0.122359	0.135313	0.124575	0.0707328	0.080281	0.0952129	0.163271	0.0454741	0.0284548	0.0168239	0.0249719	0.0209885	0.0629506	0.0257024	0.0364973	0.0286914	0.0371127	0.0668319	0.0765019	0.0343164	0.0304291	0.0417897	0.0242619	0.0430385	0.0314924	0.027565	0.0423571	3.187236
12940	-15810.79	-15819.9	9.11755	0.1369	0.108378	0.100768	0.108211	0.120349	0.0839291	0.119798	0.0749867	0.0706767	0.171977	0.0827814	0.0842736	0.0769527	0.0834302	0.101116	0.104713	0.116982	0.119558	0.112939	0.0945485	0.0889282	0.0727205	0.163073	0.0525499	0.0485292	0.0222364	0.0265019	0.0271396	0.0486344	0.0284231	0.0272253	0.025801	0.0364049	0.0580522	0.100128	0.025345	0.0337621	0.050162	0.0329976	0.0539142	0.0269742	0.0253188	0.0577068	3.205796
12950	-15807.83	-15817.76	9.924975	0.129689	0.108827	0.099266	0.0927944	0.123959	0.0619045	0.122119	0.0853074	0.10008	0.152104	0.081211	0.0915311	0.0894824	0.0879886	0.114279	0.104713	0.117818	0.116883	0.111826	0.0757082	0.0763249	0.0987444	0.15845	0.0509498	0.0271979	0.0165224	0.030042	0.0144444	0.0507794	0.0385094	0.0472452	0.0350813	0.0411534	0.0521938	0.0704422	0.0232186	0.0285028	0.0338808	0.0214382	0.0335408	0.0381314	0.0320823	0.0386891	3.125053
12960	-15813.44	-15822.03	8.597958	0.159089	0.0869251	0.0904135	0.0799875	0.127985	0.0766718	0.114539	0.0770725	0.102646	0.159671	0.0787782	0.0915311	0.0824484	0.0980478	0.0958378	0.107625	0.10843	0.115502	0.126223	0.0796936	0.094972	0.0897906	0.181588	0.0580812	0.0369932	0.0288618	0.0229063	0.00786006	0.0571892	0.0195133	0.0591362	0.0368682	0.0303414	0.0606273	0.0841134	0.0343118	0.0306202	0.0303169	0.031735	0.0638224	0.0437294	0.0420531	0.0532063	3.257755
12970	-15803.23	-15812.83	9.604973	0.156317	0.101196	0.0884095	0.0782516	0.114463	0.0813231	0.119379	0.0745061	0.102859	0.166124	0.0779587	0.0888719	0.09105	0.0886039	0.111382	0.118893	0.13595	0.115502	0.108651	0.0741671	0.0907568	0.0779999	0.146337	0.0621202	0.0349663	0.0169687	0.0170286	0.00886167	0.0656575	0.0356607	0.0333941	0.0290431	0.0320145	0.0751026	0.0785383	0.0257845	0.0395633	0.0374103	0.0256207	0.0328927	0.029586	0.0219029	0.0459856	3.157053
12980	-15809.61	-15818.04	8.437264	0.156535	0.117329	0.106425	0.0954243	0.103991	0.0742726	0.138331	0.0893673	0.102715	0.159972	0.0780433	0.0965578	0.0899688	0.0844243	0.108407	0.110107	0.128408	0.124603	0.101683	0.0796282	0.0981648	0.0779999	0.16181	0.0435849	0.0262045	0.0269053	0.0365899	0.0174183	0.0570909	0.0333687	0.0397585	0.0314763	0.0280728	0.061349	0.101638	0.0214394	0.0306626	0.0478344	0.0327701	0.0381967	0.0343552	0.0376709	0.0432708	3.273824
12990	-15810.31	-15819.98	9.674505	0.158241	0.110805	0.116398	0.114983	0.0926899	0.0832406	0.119034	0.0859765	0.0993195	0.161313	0.0846945	0.067471	0.0774992	0.10606	0.100517	0.100635	0.128408	0.100509	0.107274	0.0859739	0.103379	0.0884731	0.168404	0.0417537	0.0195263	0.0266099	0.0257315	0.016591	0.0499006	0.020535	0.0382119	0.0201456	0.0146879	0.065158	0.0934997	0.0143477	0.0313471	0.0406206	0.0302744	0.0456463	0.0325091	0.0235299	0.0381758	3.1501
13000	-15815.09	-15824.02	8.932573	0.148331	0.106524	0.118591	0.0944207	0.151904	0.0894504	0.124971	0.0685374	0.0949754	0.173793	0.0774011	0.0805868	0.111838	0.0898402	0.096037	0.118928	0.144088	0.109877	0.130127	0.0636236	0.0606781	0.0868564	0.190798	0.0525914	0.0258303	0.0279109	0.0245352	0.0191797	0.0535289	0.0267766	0.0364514	0.0250934	0.0275417	0.0562566	0.0772583	0.0119855	0.0206592	0.042426	0.0300432	0.0318657	0.0338637	0.0232033	0.0451166	3.224293
13010	-15807.43	-15816.93	9.497708	0.126293	0.104482	0.10879	0.0795473	0.100914	0.107276	0.141555	0.068438	0.0969774	0.175323	0.0740042	0.0769874	0.0956712	0.0826282	0.121646	0.118234	0.12999	0.102141	0.124125	0.0657057	0.107029	0.0793131	0.180563	0.0491165	0.0178305	0.0412019	0.0262631	0.0202396	0.0600782	0.023011	0.0392782	0.0141356	0.016342	0.0489742	0.0737615	0.0210411	0.0314585	0.0403524	0.0226097	0.0578001	0.0366541	0.0217133	0.0382857	3.16778
13020	-15807.48	-15817.3	9.819919	0.126582	0.10622	0.0894883	0.102855	0.113331	0.0854262	0.104952	0.0743645	0.105106	0.18272	0.0619188	0.0816822	0.116025	0.0723124	0.105406	0.100826	0.135364	0.0939131	0.114106	0.0798672	0.0961435	0.0857176	0.17942	0.0276078	0.0302865	0.0274274	0.0288293	0.0216681	0.0603416	0.0243784	0.0366758	0.0223927	0.016444	0.0638059	0.0737615	0.027454	0.0293692	0.0386078	0.0304823	0.0539669	0.0415853	0.0200442	0.0466829	3.135559
13030	-15810.22	-15819.53	9.308413	0.126582	0.0869603	0.0914078	0.0987433	0.121494	0.0579037	0.103671	0.0822466	0.0755321	0.1411	0.0793116	0.0871024	0.0890023	0.105704	0.117212	0.132552	0.136471	0.110125	0.133841	0.0841139	0.0834112	0.0907949	0.17509	0.044829	0.0251456	0.0217176	0.0246684	0.0166321	0.0525998	0.0281211	0.0343831	0.0321298	0.0230591	0.0850107	0.0783642	0.0299947	0.0230685	0.0445442	0.0255291	0.0515947	0.0493938	0.0285972	0.056955	3.186709
13040	-15810.99	-15820.9	9.914058	0.151267	0.0972643	0.0875684	0.0878081	0.117142	0.0622048	0.108133	0.0630872	0.0964227	0.14783	0.0867046	0.0691936	0.0922748	0.117481	0.109707	0.113011	0.114716	0.0923139	0.116275	0.0748009	0.0960469	0.0814181	0.157584	0.0580496	0.0346358	0.0355166	0.0218968	0.0330046	0.0666691	0.0197642	0.0272844	0.0299575	0.0200571	0.0629895	0.0939245	0.0368866	0.0340691	0.0473225	0.0313659	0.045975	0.0326335	0.0174047	0.036483	3.126145
13050	-15810.88	-15819.12	8.23365	0.141642	0.118087	0.113317	0.0961085	0.0972868	0.094755	0.120567	0.082068	0.107303	0.18091	0.0718342	0.0994403	0.107184	0.0962074	0.109446	0.112603	0.11864	0.0895673	0.132155	0.0750567	0.0846462	0.112474	0.165298	0.0537662	0.0251187	0.0161001	0.022078	0.0247505	0.0512957	0.0280964	0.0281514	0.0273029	0.0188019	0.0793113	0.0957933	0.0238221	0.0186244	0.045607	0.0405033	0.0466368	0.0356272	0.0273741	0.0588305	3.294186
13060	-15812.45	-15822.05	9.604218	0.14535	0.0777155	0.0971894	0.108099	0.116016	0.0664001	0.147872	0.0885844	0.113099	0.1534	0.073839	0.0849359	0.105086	0.0986874	0.133851	0.113012	0.117104	0.0891696	0.0983418	0.090161	0.0807623	0.0893772	0.169925	0.0504552	0.0138983	0.0188225	0.0292362	0.0221898	0.0498063	0.0407005	0.0290707	0.0309034	0.0222045	0.0536908	0.0786037	0.0174681	0.0341476	0.0360377	0.0276738	0.0426688	0.0305619	0.0179856	0.0530268	3.157129
13070	-15819.02	-15827.3	8.27126	0.15194	0.100748	0.130171	0.0927381	0.123963	0.0732956	0.116668	0.069956	0.103522	0.164542	0.097301	0.0879553	0.107994	0.0832608	0.12147	0.0937696	0.145811	0.129036	0.116527	0.0756507	0.108913	0.103758	0.156559	0.0492143	0.0234599	0.0302092	0.0325071	0.0194142	0.0476316	0.0207342	0.0213648	0.0451355	0.0117947	0.0529941	0.0935961	0.019263	0.0275594	0.0357945	0.0330884	0.0697162	0.0353079	0.0160766	0.0500131	3.290425
13080	-15809.12	-15818.52	9.395703	0.135662	0.0995726	0.092059	0.0851702	0.11783	0.0732956	0.128656	0.0832136	0.100571	0.175372	0.0842064	0.0590222	0.0874133	0.0926594	0.111741	0.105513	0.131246	0.112203	0.14597	0.0677685	0.0898919	0.097494	0.175733	0.0647686	0.0255624	0.0291124	0.0284953	0.0153045	0.0658684	0.0212957	0.0306728	0.0243714	0.0218327	0.0546312	0.0908886	0.0304921	0.0283974	0.029819	0.0234773	0.0586685	0.0232067	0.0236128	0.0352377	3.17798
13090	-15805.1	-15814.59	9.484908	0.145798	0.0826706	0.103693	0.0821679	0.115805	0.0731149	0.128334	0.0841411	0.102251	0.164502	0.0812317	0.0956045	0.0874133	0.0990136	0.110306	0.11266	0.115602	0.112203	0.12384	0.0860558	0.0754652	0.083695	0.183618	0.0556509	0.0301707	0.0286689	0.0328944	0.0172054	0.0423289	0.0211138	0.033303	0.0355272	0.0149262	0.0598494	0.0729766	0.0327916	0.0307321	0.0332495	0.02083	0.0432608	0.0264686	0.0330168	0.0549079	3.16906
13100	-15801.33	-15810.25	8.921887	0.142678	0.0951893	0.100917	0.0995463	0.134083	0.075989	0.116902	0.0878317	0.0986336	0.150723	0.0784216	0.0829633	0.115549	0.103449	0.107814	0.111485	0.128381	0.0991439	0.120465	0.0811839	0.0974985	0.0891174	0.16403	0.0547942	0.0281033	0.0390888	0.0263983	0.020887	0.0486346	0.0235548	0.0334045	0.0325527	0.012566	0.0447994	0.0927433	0.0348124	0.0245584	0.03172	0.0400025	0.0524813	0.0434513	0.0246916	0.0341208	3.225362
13110	-15815.21	-15824.23	9.015869	0.125999	0.084509	0.0981069	0.076304	0.143962	0.0709681	0.117692	0.0868574	0.0986946	0.149654	0.0956458	0.0932019	0.0932106	0.0849155	0.0805831	0.124832	0.115245	0.118986	0.145995	0.0811839	0.104162	0.0898488	0.175554	0.0409734	0.0220078	0.0346618	0.0178652	0.0321129	0.0470733	0.0225735	0.0447773	0.0323266	0.0178238	0.0607006	0.102436	0.0345591	0.0291966	0.0296904	0.0276975	0.0465471	0.0478881	0.0292374	0.0397052	3.215964
13120	-15808.33	-15817.26	8.926123	0.128784	0.0893393	0.103773	0.0990824	0.115499	0.0952583	0.126719	0.0909243	0.0965372	0.167214	0.0839216	0.0693586	0.0871162	0.0777737	0.105957	0.103745	0.129831	0.128721	0.113136	0.0948711	0.0907869	0.0898488	0.155352	0.0473691	0.033761	0.0315176	0.0212539	0.0206588	0.0536638	0.0341941	0.0338744	0.0160653	0.0269106	0.0721729	0.0876583	0.0239002	0.0357435	0.0464099	0.0334994	0.0364701	0.0405808	0.0350144	0.0506685	3.224938
13130	-15821.23	-15829.41	8.182084	0.126138	0.0721697	0.1171	0.0923237	0.11608	0.0847235	0.126719	0.0764972	0.0983495	0.15631	0.0729972	0.0858738	0.0873796	0.0930563	0.110167	0.118903	0.129831	0.114502	0.127275	0.0668133	0.112047	0.0957081	0.170291	0.076987	0.033708	0.0445729	0.0262842	0.0254656	0.0642448	0.0257283	0.021309	0.0202064	0.0302742	0.0837677	0.0905388	0.0349087	0.0393685	0.039407	0.0186259	0.0575407	0.0609304	0.0160639	0.0381542	3.299342
13140	-15812.75	-15821.2	8.452188	0.123777	0.112269	0.119581	0.101735	0.131699	0.0740507	0.108149	0.0618621	0.0925045	0.134328	0.0941747	0.08345	0.124382	0.0965564	0.0995606	0.111424	0.133154	0.126139	0.127068	0.0909711	0.0891238	0.083424	0.183888	0.0745324	0.0254598	0.0395386	0.0195948	0.0170475	0.0429183	0.0297941	0.0320723	0.0273922	0.0240014	0.0497893	0.0965056	0.0327135	0.0384025	0.0330564	0.032623	0.0566097	0.0426883	0.0150236	0.0392975	3.272332
13150	-15816.05	-15825.71	9.660874	0.130374	0.0965621	0.10934	0.107461	0.116764	0.0862815	0.106737	0.0762325	0.0840048	0.165725	0.0615016	0.0967276	0.0940302	0.110899	0.113255	0.1108	0.155045	0.119967	0.101473	0.0660149	0.0891238	0.0708184	0.135687	0.0344858	0.0377051	0.0255868	0.0239919	0.021702	0.056322	0.028213	0.0468747	0.0283666	0.0264913	0.0818511	0.0685496	0.0245303	0.0252123	0.0390628	0.0187885	0.046234	0.0452152	0.0176124	0.0498451	3.151463
13160	-15804.99	-15814.32	9.333719	0.147165	0.0833974	0.104024	0.0892819	0.105753	0.0622212	0.120914	0.0733288	0.112847	0.161889	0.0743529	0.0715099	0.0909371	0.0939803	0.126724	0.114825	0.115542	0.119982	0.102457	0.0809684	0.0875024	0.0889677	0.163372	0.047093	0.0234174	0.0393782	0.0263087	0.0246168	0.0627537	0.0308247	0.0345373	0.0262431	0.0378396	0.0519154	0.105187	0.0262917	0.0358332	0.0451006	0.01637	0.056947	0.0248894	0.0262904	0.050399	3.184179
13170	-15810.76	-15819.25	8.492164	0.125073	0.113501	0.109099	0.0882867	0.110571	0.0703251	0.119984	0.0907434	0.0869233	0.192854	0.0725575	0.0861753	0.0963519	0.0982304	0.110787	0.0942039	0.144529	0.0987878	0.130803	0.0877183	0.0859464	0.0889677	0.19081	0.06226	0.0215593	0.047253	0.0158059	0.0105777	0.0627537	0.0279481	0.0410117	0.0268214	0.0160367	0.0528596	0.107361	0.0249756	0.0387933	0.0273536	0.0369739	0.05253	0.0389233	0.0219691	0.0413396	3.268334
13180	-15807.52	-15816.95	9.434746	0.145866	0.101631	0.102933	0.0775439	0.123354	0.0703251	0.116584	0.0658307	0.0858862	0.161626	0.060871	0.0790359	0.108908	0.0982304	0.140419	0.10291	0.137469	0.117651	0.135153	0.0851822	0.0853519	0.0852853	0.171404	0.0460467	0.0159996	0.0304456	0.018446	0.0140796	0.0585997	0.0306942	0.0379038	0.0202583	0.0362132	0.0538964	0.0846553	0.0351865	0.0447978	0.0307573	0.0214743	0.0452	0.0315689	0.0235943	0.0348077	3.174076
13190	-15817.02	-15825.08	8.065058	0.13759	0.100836	0.0896828	0.109919	0.121192	0.101738	0.118434	0.0739577	0.0953021	0.178623	0.0672306	0.0781286	0.110581	0.111867	0.105536	0.117262	0.129154	0.121773	0.141657	0.0723746	0.0955515	0.105283	0.208851	0.059052	0.014503	0.0205439	0.0267722	0.0292091	0.0474082	0.024217	0.0371722	0.01509	0.0159818	0.0601396	0.0846553	0.0376383	0.0359162	0.0226726	0.0193949	0.0576945	0.0482775	0.0249878	0.0371957	3.311045
