Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
470	-15812.7	-15820.6	7.896699	0.137464	0.0898158	0.0970226	0.108405	0.116153	0.0952413	0.132221	0.0740027	0.0960988	0.157587	0.0883614	0.0684915	0.116265	0.0779532	0.124257	0.148562	0.140285	0.128385	0.119996	0.078821	0.108891	0.0848977	0.158644	0.0247527	0.0363929	0.0242212	0.0225635	0.028481	0.0516492	0.0296749	0.0233631	0.02564	0.0515976	0.0732964	0.0899081	0.0337137	0.0278268	0.0305079	0.042027	0.0441544	0.027061	0.0500917	0.0431359	3.327881
480	-15814.49	-15823.36	8.874485	0.126831	0.10548	0.10258	0.101788	0.114024	0.0952413	0.118749	0.0741794	0.100448	0.183831	0.0722409	0.113926	0.0856109	0.0993308	0.101523	0.129382	0.150573	0.114677	0.119996	0.0836582	0.0913063	0.0900559	0.15175	0.0202137	0.0349583	0.0196644	0.01946	0.020021	0.0580649	0.0382282	0.0188469	0.0257238	0.0441985	0.025958	0.108599	0.0165351	0.0377828	0.0351159	0.0328951	0.0376826	0.0446109	0.0221797	0.0421813	3.230102
490	-15817.37	-15826	8.623286	0.136449	0.119233	0.0901505	0.102915	0.0972604	0.0928642	0.132773	0.0906781	0.0777749	0.179562	0.0847714	0.0791056	0.101008	0.0882339	0.122784	0.142794	0.109837	0.145577	0.0887611	0.0998104	0.0856828	0.0869907	0.151928	0.0361973	0.0217619	0.0503603	0.0273528	0.00942861	0.03769	0.0342615	0.0365768	0.02193	0.0410477	0.0515787	0.0805874	0.0352899	0.0315839	0.0485835	0.0238535	0.0606701	0.0266928	0.0216046	0.0512268	3.255222
500	-15801.31	-15811.26	9.952664	0.104645	0.0815242	0.092045	0.116359	0.125245	0.0827661	0.123155	0.0743533	0.0872646	0.155901	0.0879768	0.0845447	0.0880704	0.0969096	0.101996	0.124176	0.113165	0.105614	0.124935	0.0693324	0.0998124	0.0781399	0.172409	0.0199069	0.0245436	0.0364621	0.0319641	0.00918835	0.0387438	0.0319415	0.0389734	0.0149272	0.0581631	0.0447869	0.0805874	0.0238363	0.0343003	0.0341156	0.0371002	0.0558982	0.0312736	0.029134	0.0560988	3.122284
510	-15816.8	-15826	9.194492	0.104271	0.0822294	0.114681	0.121482	0.107447	0.0708574	0.123155	0.0743533	0.0902842	0.179417	0.0733601	0.0910949	0.084539	0.0898913	0.101137	0.15209	0.113363	0.100508	0.11611	0.0730001	0.0945454	0.0810686	0.175759	0.017432	0.0206014	0.0562662	0.0350753	0.0125142	0.0521035	0.0406274	0.0378945	0.0321731	0.0510861	0.0339141	0.0919051	0.0302381	0.0331558	0.0355805	0.0333115	0.0330549	0.0417297	0.05924	0.0355551	3.198102
520	-15807.68	-15816.26	8.571587	0.122801	0.101201	0.107148	0.113403	0.102296	0.086322	0.114419	0.0754085	0.111934	0.179417	0.0999646	0.0827882	0.115643	0.0928418	0.122298	0.131286	0.115495	0.099335	0.113434	0.093653	0.104206	0.104669	0.165007	0.0241703	0.025846	0.0305466	0.0328783	0.0090615	0.0599395	0.042357	0.0328539	0.0227153	0.0400282	0.036036	0.0822036	0.0273297	0.0282816	0.0228119	0.0330543	0.0368739	0.0350885	0.0306375	0.0527081	3.260392
530	-15807.77	-15816.63	8.857268	0.116779	0.110485	0.102916	0.118871	0.124736	0.0834723	0.114036	0.0746444	0.113692	0.145481	0.0667742	0.0716664	0.105687	0.0985214	0.113515	0.148602	0.114638	0.0917894	0.107674	0.077564	0.0804836	0.0892792	0.175432	0.0266907	0.0326205	0.0237578	0.0204132	0.0175989	0.046265	0.0276553	0.039913	0.0350493	0.0570074	0.049987	0.0945787	0.0254184	0.024141	0.0494894	0.0357503	0.0480418	0.0404603	0.0411045	0.0491426	3.231824
540	-15806.01	-15815.38	9.365876	0.112306	0.105097	0.0969818	0.0872191	0.100665	0.0785655	0.131703	0.0713913	0.0994006	0.163067	0.0768686	0.0792504	0.0948789	0.0985214	0.111283	0.128176	0.129697	0.130029	0.120943	0.0726157	0.076529	0.0795511	0.177948	0.0146302	0.0416224	0.0256708	0.0213822	0.01412	0.054424	0.0206826	0.0330691	0.0296111	0.0465246	0.0361235	0.0894509	0.0224891	0.0443311	0.0395283	0.0230547	0.0420269	0.0509215	0.0356996	0.0729134	3.180963
550	-15811.24	-15820.36	9.116772	0.144659	0.101781	0.110107	0.103757	0.115898	0.0712696	0.145105	0.0692797	0.0838962	0.193484	0.078233	0.079521	0.111862	0.1032	0.11417	0.110995	0.138949	0.0963489	0.10896	0.0767873	0.0773199	0.0934237	0.179194	0.0150421	0.0263715	0.0128692	0.0246941	0.0206532	0.0453994	0.0383907	0.045771	0.0372326	0.057851	0.0530587	0.0618953	0.0239152	0.0275888	0.0298787	0.0422294	0.0456497	0.0191197	0.026848	0.0432153	3.205874
560	-15797.69	-15807.08	9.385146	0.13225	0.0965933	0.095794	0.103896	0.108478	0.0786119	0.125869	0.0830173	0.0935623	0.149964	0.0844122	0.0808868	0.0784159	0.10445	0.109506	0.119538	0.10713	0.114912	0.121641	0.0892842	0.0967955	0.0859587	0.185933	0.0118511	0.0256806	0.0230418	0.0273761	0.0186546	0.0422822	0.0395091	0.0399383	0.0189375	0.0562466	0.0442415	0.0822507	0.0300985	0.0309387	0.0353199	0.0351485	0.0516921	0.0364163	0.0362577	0.0462542	3.179036
570	-15811.45	-15820.46	9.012392	0.126251	0.0965933	0.0961281	0.0784684	0.107119	0.0852601	0.138481	0.0877298	0.111156	0.143872	0.0666955	0.0822662	0.0876158	0.117016	0.111864	0.119538	0.135865	0.119208	0.121641	0.0627587	0.0921447	0.0988496	0.154435	0.0123727	0.0321045	0.0330087	0.0308068	0.0295335	0.0431838	0.0357891	0.0280777	0.0146814	0.0494866	0.0758058	0.0757299	0.0297146	0.0369544	0.0427728	0.0422083	0.0433334	0.0281321	0.0387713	0.0528869	3.216311
580	-15810.79	-15820.04	9.247747	0.129746	0.0983869	0.100348	0.0887368	0.0892227	0.0852601	0.152447	0.0807342	0.104909	0.152125	0.0757078	0.0766241	0.0841853	0.0874918	0.117944	0.119538	0.138487	0.133534	0.135673	0.0795576	0.0957765	0.0905143	0.171643	0.0179703	0.0150244	0.0105412	0.0265683	0.0414432	0.0622491	0.0283507	0.0229277	0.0141799	0.0464707	0.0444596	0.0641919	0.0315231	0.0344283	0.0559935	0.042916	0.0393763	0.0473566	0.0255783	0.032635	3.192776
590	-15815.88	-15825.22	9.340259	0.141461	0.0889782	0.0932254	0.0980835	0.11183	0.0745798	0.153765	0.0669675	0.0983238	0.190034	0.0648943	0.0892811	0.100201	0.0999635	0.0850511	0.110696	0.127132	0.107397	0.103155	0.0784084	0.078482	0.0813655	0.15715	0.0249344	0.0147398	0.029336	0.0294287	0.027053	0.0434858	0.027704	0.0527958	0.0297954	0.0454896	0.0581982	0.0691601	0.0354894	0.0355646	0.0425579	0.0449442	0.054192	0.037302	0.0467397	0.0341893	3.183525
600	-15806.91	-15816.14	9.236066	0.141461	0.103754	0.0786123	0.108311	0.116639	0.0820406	0.13014	0.0952803	0.0924346	0.211618	0.0852677	0.0803259	0.0958822	0.111267	0.0978538	0.110696	0.113806	0.0983593	0.112675	0.0784084	0.110206	0.083571	0.15715	0.0332322	0.0170797	0.020766	0.021177	0.0272862	0.0508935	0.0244399	0.0327742	0.0232216	0.0437181	0.0637211	0.0791794	0.0216807	0.0285252	0.0417678	0.0305408	0.0366571	0.0334521	0.028859	0.0392129	3.193944
610	-15812.49	-15821.05	8.568209	0.152242	0.104593	0.108378	0.103578	0.113374	0.0781943	0.143251	0.0807636	0.083236	0.173445	0.0641652	0.101747	0.0988725	0.08022	0.118761	0.14231	0.114272	0.115326	0.12035	0.0899633	0.0972609	0.0704341	0.159025	0.043613	0.0209463	0.0169487	0.0338584	0.0148808	0.0571525	0.0276893	0.0443289	0.0333405	0.0353419	0.0731519	0.0778788	0.0279638	0.0272001	0.0357654	0.0108915	0.0497149	0.0309537	0.0408464	0.0445023	3.26073
620	-15823.88	-15832.09	8.20951	0.123561	0.106299	0.13526	0.0931719	0.102245	0.0740298	0.145922	0.0916511	0.111531	0.168446	0.0759886	0.100659	0.0810221	0.106783	0.111759	0.120834	0.119189	0.0915229	0.126405	0.0666696	0.0994405	0.0704341	0.150207	0.0500848	0.0241211	0.0295909	0.0386765	0.0132554	0.0646626	0.033824	0.038206	0.0199019	0.0588768	0.0595836	0.0903588	0.0408899	0.0328431	0.0410636	0.00829907	0.0496298	0.0437581	0.0162536	0.0696887	3.2966
630	-15809.37	-15818.91	9.545305	0.134061	0.0813176	0.103919	0.10144	0.113718	0.0687281	0.127563	0.0664824	0.103728	0.143905	0.0862691	0.0721197	0.103142	0.0999542	0.111759	0.123578	0.134171	0.112752	0.127141	0.0802539	0.0940973	0.0768132	0.172373	0.0327964	0.0341391	0.0170276	0.0136011	0.0300451	0.0630064	0.0423003	0.0410717	0.0215379	0.0311948	0.0731549	0.0568777	0.0234094	0.0325842	0.0482987	0.0112194	0.0410487	0.0412441	0.0289065	0.0402709	3.16302
640	-15811.5	-15820.29	8.797819	0.115339	0.102547	0.0850808	0.108508	0.125369	0.077688	0.120631	0.0730161	0.103809	0.204567	0.0846017	0.0753387	0.116429	0.0939065	0.119271	0.100396	0.139928	0.0992697	0.112075	0.0793387	0.097114	0.0924225	0.184622	0.0215148	0.0266088	0.0165404	0.0376929	0.0391749	0.0529784	0.0356767	0.0336473	0.012489	0.0683588	0.0746184	0.0668568	0.0288336	0.0208855	0.0389886	0.0144219	0.0373079	0.0305296	0.0180932	0.0512827	3.237769
650	-15815	-15824.09	9.097641	0.111944	0.105151	0.0898565	0.100896	0.119839	0.0858383	0.146533	0.0634332	0.0967776	0.169591	0.0926574	0.0841214	0.0818762	0.0928734	0.0949603	0.144238	0.134213	0.0992057	0.102445	0.0831427	0.0909493	0.0836848	0.164066	0.036871	0.0444478	0.0335149	0.0457919	0.0136596	0.0656649	0.0259154	0.0385409	0.0241116	0.0488669	0.0579954	0.076374	0.0287369	0.00972869	0.0369579	0.0228213	0.0369366	0.0433767	0.0281379	0.0510438	3.207787
660	-15815.49	-15824.74	9.253726	0.11129	0.103649	0.0860496	0.115817	0.110876	0.0610709	0.106556	0.0764275	0.12427	0.174752	0.0931111	0.0728646	0.0942924	0.0977739	0.0959651	0.109936	0.108346	0.128409	0.123202	0.0630657	0.0922024	0.0696446	0.185371	0.0208816	0.0432503	0.039955	0.0305478	0.0195522	0.0626849	0.032867	0.0282999	0.0239361	0.0627146	0.0441172	0.0730289	0.0255173	0.035173	0.0435928	0.0413694	0.0520024	0.0324956	0.0330768	0.0421745	3.192178
670	-15811.05	-15820.65	9.602259	0.125797	0.103649	0.107942	0.0989082	0.116283	0.0607936	0.130109	0.0680918	0.0835778	0.166009	0.0871834	0.0844633	0.0914704	0.0982853	0.108778	0.109368	0.103878	0.13257	0.0959878	0.0821219	0.0938578	0.073233	0.139877	0.0326413	0.0298358	0.0339766	0.0264595	0.0113545	0.0559105	0.0333262	0.0404368	0.025703	0.0670271	0.0661855	0.0564668	0.0486593	0.0359515	0.0533197	0.0256979	0.0520329	0.0212556	0.026315	0.0525351	3.157325
680	-15805.34	-15814.94	9.602044	0.126113	0.097331	0.0981801	0.105838	0.116283	0.0627889	0.130109	0.0843858	0.0863239	0.162914	0.0824226	0.0774016	0.0817046	0.0985164	0.104785	0.119735	0.116116	0.10302	0.121744	0.0769364	0.102253	0.0876559	0.153028	0.0319569	0.0268676	0.0534773	0.0280462	0.0205942	0.0571776	0.0309174	0.0330767	0.0323269	0.0524622	0.0590697	0.0815011	0.0246798	0.033867	0.034546	0.0269511	0.0408155	0.0409194	0.015156	0.0373522	3.157346
690	-15815.11	-15824.54	9.42305	0.116595	0.102757	0.120479	0.10679	0.1172	0.076154	0.122072	0.086532	0.105136	0.145018	0.0629767	0.10197	0.114356	0.0811099	0.0939248	0.110688	0.121787	0.118241	0.109066	0.0643835	0.0905588	0.080315	0.192624	0.0204816	0.0234107	0.014924	0.0300426	0.0360272	0.0651219	0.036	0.0313645	0.0211862	0.0446811	0.0460663	0.0649346	0.0291331	0.0256472	0.0464277	0.0371771	0.0349121	0.0344766	0.0371785	0.0553182	3.175246
700	-15800.71	-15809.71	9.002224	0.113035	0.0932157	0.107188	0.104091	0.113391	0.0763692	0.11672	0.0773377	0.088056	0.162934	0.0851882	0.0845234	0.105322	0.0936966	0.103888	0.137599	0.140532	0.111914	0.115687	0.0682277	0.106955	0.080315	0.17645	0.0338193	0.0201275	0.0264581	0.0223707	0.032168	0.0546117	0.0319285	0.0396364	0.0356335	0.0423713	0.0400675	0.0869251	0.0288156	0.0228833	0.0468961	0.0172899	0.0491281	0.0423665	0.0378693	0.0433262	3.217328
710	-15810.01	-15818.34	8.322407	0.11578	0.100882	0.107286	0.107953	0.115087	0.0860134	0.133073	0.0708396	0.0930752	0.185952	0.0867062	0.0845234	0.107128	0.0892318	0.126169	0.138488	0.135089	0.0931828	0.0995397	0.0790406	0.0764271	0.0764216	0.181742	0.0176934	0.0201691	0.0281938	0.0295898	0.0350834	0.0629505	0.024328	0.036079	0.0247534	0.0513595	0.060804	0.0644998	0.0351182	0.0338954	0.0443272	0.0331195	0.0510191	0.0526629	0.0361337	0.0539015	3.28531
720	-15808.49	-15817.36	8.870517	0.135436	0.107486	0.0938028	0.104907	0.112643	0.063116	0.133073	0.0806326	0.0913175	0.169891	0.103757	0.0852052	0.107589	0.100731	0.1007	0.118658	0.135089	0.104321	0.131692	0.0614563	0.0941505	0.0861182	0.172799	0.031748	0.0324451	0.00475721	0.0280414	0.0279704	0.0648062	0.0236318	0.0264909	0.027632	0.0640738	0.0396464	0.0616456	0.0213027	0.027304	0.0374442	0.043981	0.0468026	0.0338221	0.0380377	0.0543453	3.230499
730	-15800.74	-15809.33	8.596385	0.142111	0.112096	0.101078	0.108661	0.101024	0.0839057	0.126009	0.0796692	0.0999758	0.173231	0.0855949	0.0762642	0.0917248	0.0939299	0.107043	0.123873	0.127518	0.125948	0.127284	0.0842565	0.0898451	0.0743705	0.161528	0.0265974	0.021368	0.0320025	0.0436173	0.0244219	0.0476574	0.0254746	0.039683	0.0159842	0.0506514	0.0480921	0.086517	0.0256183	0.0294329	0.0299499	0.033183	0.0439558	0.0543029	0.0350806	0.0473824	3.257912
740	-15810.54	-15819.57	9.032218	0.105292	0.123418	0.103952	0.100404	0.101024	0.100973	0.126009	0.0802468	0.0790349	0.173231	0.0767304	0.0705291	0.105415	0.11652	0.107043	0.12113	0.140962	0.123505	0.122176	0.0648047	0.0841024	0.0820555	0.161528	0.0305869	0.0240929	0.03028	0.0188177	0.0242467	0.0434799	0.0192271	0.0459699	0.0160504	0.0728551	0.0602128	0.0793419	0.0282944	0.0233655	0.0401084	0.0343333	0.0479017	0.0395547	0.0269735	0.0385516	3.214329
750	-15807.57	-15815.97	8.393238	0.104307	0.0872689	0.0922856	0.122899	0.0952571	0.0908239	0.116416	0.0841673	0.110677	0.169841	0.0849771	0.0898772	0.127787	0.0993519	0.122745	0.132366	0.128822	0.116096	0.10996	0.0861022	0.0805381	0.073183	0.170782	0.0316304	0.0239469	0.0408731	0.0250266	0.0265646	0.0481725	0.0349031	0.0478468	0.019613	0.0514657	0.0637617	0.0633151	0.0285318	0.0295648	0.0437358	0.0267726	0.0394705	0.0360853	0.050622	0.0497947	3.278227
760	-15805.39	-15814.36	8.973743	0.139766	0.0977543	0.0804043	0.109048	0.11883	0.0773925	0.13354	0.0747636	0.0954438	0.176154	0.0620054	0.0886167	0.0912278	0.0993519	0.119089	0.121968	0.132001	0.111246	0.125547	0.0801959	0.103815	0.0935491	0.170782	0.03255	0.02789	0.0324576	0.0341808	0.0160178	0.0415633	0.0275091	0.0483737	0.0213588	0.0382798	0.0519851	0.0710429	0.0225865	0.0317578	0.0463049	0.0125591	0.0391765	0.0422582	0.0283315	0.051501	3.220176
770	-15811.19	-15820.89	9.705654	0.116049	0.10138	0.114231	0.0962825	0.107979	0.104856	0.124741	0.0871041	0.0819206	0.152717	0.0806547	0.0838432	0.0915039	0.0843919	0.130326	0.13808	0.116936	0.110368	0.101084	0.0827871	0.0799249	0.0952081	0.15175	0.0725145	0.0336741	0.0149544	0.0267472	0.0163359	0.0606024	0.0171101	0.0430091	0.0266394	0.0169263	0.0402553	0.0795419	0.0167066	0.022936	0.0369941	0.0313623	0.0311328	0.0491185	0.0378024	0.0385032	3.146985
780	-15811.89	-15820.9	9.016598	0.119024	0.0937021	0.0850047	0.107217	0.122215	0.0973482	0.112887	0.0822738	0.0932581	0.155551	0.098274	0.063658	0.113345	0.0862241	0.129591	0.129782	0.136539	0.104502	0.124229	0.0933478	0.0823282	0.0795445	0.162261	0.0471534	0.0276405	0.0152028	0.0285573	0.0299527	0.0375439	0.0202999	0.037226	0.0373614	0.0386285	0.0523146	0.0762018	0.0326771	0.030756	0.0255968	0.029151	0.0492926	0.0522645	0.0417708	0.0341921	3.215891
790	-15813.74	-15822.21	8.478205	0.141503	0.109813	0.112439	0.107217	0.122215	0.0759305	0.108598	0.0889164	0.091078	0.198567	0.0929625	0.0856173	0.0897215	0.0892494	0.0909958	0.129262	0.120218	0.0978239	0.131112	0.0754175	0.104638	0.072171	0.182463	0.0466329	0.0201375	0.00646406	0.0350354	0.0383149	0.0741196	0.0390928	0.0373667	0.0145905	0.0458766	0.0429352	0.0639502	0.0348824	0.0354604	0.0363634	0.0187455	0.0476399	0.0378412	0.0228894	0.0534632	3.26973
800	-15820.04	-15828.97	8.930174	0.129409	0.0994126	0.0746026	0.0799077	0.135034	0.0886632	0.138653	0.0907995	0.113965	0.197571	0.048557	0.0830064	0.0913859	0.103161	0.104343	0.136684	0.113979	0.13453	0.141213	0.0622088	0.0929756	0.110603	0.157691	0.0281484	0.0189789	0.0141622	0.0192769	0.0352147	0.0399082	0.0300033	0.0369483	0.0192377	0.0466089	0.0518006	0.0656821	0.0280505	0.03136	0.0468676	0.025667	0.0344897	0.0420436	0.0382265	0.0435024	3.224533
810	-15807.57	-15816.44	8.863889	0.131546	0.104288	0.107979	0.107376	0.120251	0.111138	0.132762	0.0598027	0.094878	0.160815	0.0678203	0.0868137	0.101364	0.0985332	0.119245	0.119441	0.120548	0.113348	0.117496	0.0836291	0.0932151	0.0818296	0.177222	0.0508198	0.0119823	0.0229519	0.0273587	0.0267946	0.0606011	0.0306431	0.0371198	0.00711809	0.0450499	0.0417158	0.0840031	0.0248668	0.0325897	0.0255009	0.01933	0.03531	0.044484	0.0429108	0.0486701	3.231162
820	-15809.49	-15819.61	10.12128	0.137769	0.0894856	0.109906	0.0943603	0.116049	0.0906087	0.114934	0.0952685	0.101646	0.155943	0.0708384	0.0700869	0.111541	0.0959453	0.103679	0.10136	0.105901	0.109895	0.117496	0.100059	0.0898569	0.0817542	0.153183	0.0540428	0.0161946	0.0417054	0.0270106	0.0194727	0.0441681	0.0435864	0.0259271	0.0105249	0.0305725	0.0427036	0.0732218	0.0226343	0.0281941	0.0326684	0.017482	0.0522321	0.0342674	0.0305549	0.0406937	3.105423
830	-15804.54	-15813.81	9.271926	0.114304	0.0914332	0.0790878	0.112632	0.119271	0.0940518	0.114934	0.0747275	0.101646	0.158507	0.0755899	0.104032	0.0998406	0.085271	0.12151	0.134034	0.109114	0.126732	0.117496	0.0864722	0.101022	0.0822731	0.168309	0.0432816	0.0356027	0.0292304	0.0307309	0.0238978	0.0425435	0.030243	0.0304623	0.0164073	0.0342214	0.0524812	0.0825771	0.0204544	0.0406649	0.0256255	0.0246098	0.0423649	0.028839	0.0349796	0.0488509	3.190358
840	-15807.02	-15815.91	8.895547	0.134571	0.0980903	0.0872509	0.0931112	0.0967328	0.0807824	0.120785	0.0686565	0.101233	0.184747	0.0928092	0.070729	0.0928894	0.104993	0.105998	0.134105	0.131096	0.110789	0.117607	0.0819264	0.0820503	0.085928	0.186838	0.0428153	0.0337448	0.0379064	0.0390803	0.0214878	0.0542892	0.0469846	0.0426173	0.0204715	0.0346742	0.0605968	0.0762014	0.0278357	0.0434601	0.0318373	0.0314496	0.0314241	0.023449	0.0211796	0.0427723	3.227996
850	-15805.39	-15813.94	8.546945	0.140372	0.112969	0.116101	0.10505	0.105551	0.0661053	0.127907	0.092379	0.0784707	0.151245	0.0868899	0.0874916	0.102269	0.0807609	0.116992	0.134034	0.131096	0.111954	0.117971	0.0693157	0.104456	0.0898423	0.197005	0.0432505	0.0237627	0.0378534	0.0238025	0.0208965	0.0517455	0.0415188	0.0263304	0.0247273	0.0251355	0.0441052	0.101014	0.0194014	0.0335396	0.0388462	0.0310305	0.0500196	0.0308845	0.0274106	0.0413524	3.262856
860	-15801.69	-15810.56	8.870716	0.136855	0.0930443	0.0885419	0.124464	0.104789	0.0647229	0.137338	0.0974371	0.0986921	0.163736	0.0885057	0.0874916	0.0989484	0.100662	0.112316	0.105322	0.131096	0.117288	0.117971	0.0737892	0.101843	0.0878245	0.151061	0.0581128	0.0294273	0.0298521	0.0246976	0.0317038	0.0492424	0.0263706	0.044806	0.027866	0.0175053	0.0446955	0.0804119	0.0297611	0.0307515	0.0390304	0.0358558	0.0414029	0.0328617	0.0351007	0.037282	3.230479
870	-15811.39	-15820.64	9.248526	0.136855	0.118254	0.105389	0.122925	0.115272	0.0859895	0.105977	0.0619868	0.105677	0.163736	0.080629	0.0682806	0.106851	0.0806105	0.116419	0.143567	0.110996	0.12241	0.09558	0.0951097	0.0775295	0.079707	0.162147	0.0456156	0.0356445	0.0150026	0.0221076	0.0278625	0.0427834	0.0395774	0.0267312	0.0264441	0.0292181	0.0536385	0.083817	0.0291027	0.0311376	0.038686	0.0230371	0.06432	0.0253973	0.0225887	0.0480897	3.192698
880	-15808.1	-15817.44	9.337368	0.142007	0.102585	0.0767106	0.12897	0.0993758	0.0662497	0.147227	0.0748478	0.0897553	0.157614	0.0844605	0.0694636	0.0902368	0.0876881	0.131625	0.120759	0.117032	0.111485	0.133243	0.071985	0.0938589	0.0907385	0.165479	0.0496929	0.0270084	0.0257514	0.0259457	0.0282619	0.0539762	0.0290615	0.0288998	0.0155189	0.0429993	0.0459463	0.0678814	0.0362961	0.0335548	0.0490238	0.0250566	0.0361212	0.0311675	0.037689	0.0405632	3.183814
890	-15813.37	-15822.29	8.918931	0.127186	0.0854935	0.138835	0.101329	0.145169	0.0827664	0.115806	0.0792721	0.0777138	0.165505	0.091488	0.0815441	0.0911099	0.110001	0.116941	0.132969	0.118874	0.107377	0.122189	0.0618246	0.0878046	0.0995368	0.17899	0.0471495	0.0235268	0.0173354	0.0196652	0.0282619	0.0735239	0.0345372	0.0327846	0.0212464	0.032783	0.0406005	0.0588631	0.0278461	0.0434984	0.0381056	0.0197531	0.0321131	0.0325333	0.0337663	0.0480385	3.225658
900	-15818.66	-15826.76	8.098194	0.114354	0.110922	0.13771	0.0887419	0.100603	0.0710292	0.166941	0.0694342	0.106568	0.182362	0.0869755	0.0761154	0.102563	0.0936091	0.131593	0.143903	0.112377	0.116971	0.109899	0.0769268	0.0953844	0.0721653	0.16547	0.04462	0.0267961	0.0170091	0.0203883	0.0241372	0.0590506	0.0318882	0.0482846	0.0224271	0.0348607	0.0358912	0.106971	0.0285398	0.0313804	0.0482043	0.0280016	0.054258	0.0315309	0.0244325	0.0564437	3.307731
910	-15805.28	-15814.4	9.117459	0.13059	0.110922	0.0915552	0.111697	0.0984358	0.0836132	0.132236	0.0862124	0.0851323	0.179553	0.0819161	0.070386	0.0910488	0.0894978	0.0971355	0.127537	0.121077	0.116971	0.146915	0.0857994	0.104454	0.0821689	0.172785	0.0359619	0.0236361	0.0137877	0.0345796	0.0195594	0.0527631	0.0268517	0.0386357	0.0147245	0.0185307	0.0483908	0.05168	0.0435267	0.0392858	0.0464697	0.0413561	0.054258	0.0298015	0.0350716	0.039294	3.205805
920	-15802.36	-15811.83	9.476269	0.125005	0.0994564	0.0809383	0.112251	0.12324	0.0713545	0.120337	0.0713287	0.0962796	0.170858	0.0786753	0.0802388	0.100957	0.0873059	0.129572	0.129031	0.112196	0.118989	0.139752	0.0648234	0.0754362	0.0776346	0.172785	0.0326375	0.0211483	0.00817852	0.0238396	0.0265719	0.0496683	0.0398807	0.0364562	0.024822	0.027861	0.048683	0.074023	0.0280502	0.0239715	0.0507232	0.0708603	0.0386237	0.0318453	0.029874	0.0437619	3.169924
930	-15805.82	-15814.73	8.906044	0.113366	0.11069	0.118042	0.118641	0.118376	0.0870492	0.129237	0.0908917	0.0770894	0.157131	0.0786753	0.078511	0.0875402	0.0982512	0.118308	0.136427	0.10761	0.100493	0.127505	0.0754628	0.0997948	0.0776346	0.172785	0.020805	0.0162488	0.0215602	0.0282778	0.0417329	0.0422728	0.0311668	0.0354511	0.0190924	0.0287274	0.0511079	0.086266	0.0333067	0.0415277	0.0334833	0.0528667	0.052206	0.0295634	0.0256529	0.0561207	3.226946
940	-15806.47	-15816.74	10.26825	0.105415	0.103079	0.089629	0.0962505	0.0913007	0.100215	0.123362	0.0799389	0.108929	0.153767	0.0667747	0.0795983	0.0956724	0.0787438	0.132387	0.129354	0.100936	0.107552	0.121224	0.0815776	0.0856313	0.085047	0.151134	0.017912	0.0347392	0.0199954	0.0236915	0.0304337	0.0399769	0.0369989	0.0287626	0.0168926	0.0400684	0.0601543	0.068397	0.038579	0.034891	0.0348554	0.049311	0.0444633	0.0473192	0.0197488	0.0360174	3.090726
950	-15808.25	-15817.68	9.433268	0.123597	0.095763	0.112349	0.106714	0.0993474	0.0884393	0.10475	0.0613	0.103517	0.189265	0.0777914	0.0826554	0.0967534	0.0984448	0.138827	0.126034	0.120896	0.113483	0.106759	0.0793843	0.0944216	0.0766106	0.184774	0.0244839	0.0278055	0.0148248	0.0332522	0.0298766	0.0578528	0.0359119	0.03444	0.00560703	0.0299391	0.0436168	0.0920234	0.0312828	0.0271856	0.0236568	0.0507834	0.054544	0.0193778	0.0225792	0.0333053	3.174224
960	-15816.86	-15827.75	10.89442	0.111879	0.0974249	0.103386	0.0840525	0.0997381	0.0749936	0.100776	0.0863994	0.0816122	0.149633	0.0584222	0.0851355	0.0991518	0.0864686	0.117315	0.123434	0.111031	0.118266	0.120169	0.0630492	0.0923586	0.0749005	0.161503	0.0294533	0.0153306	0.0106927	0.0277454	0.025104	0.0515722	0.0324524	0.0419892	0.0164198	0.0330038	0.0574594	0.0731809	0.0460324	0.0224354	0.0369577	0.0608027	0.0313009	0.0530877	0.0322895	0.0296981	3.028109
970	-15812.12	-15821.64	9.52354	0.116195	0.129618	0.100439	0.0912392	0.126594	0.0755328	0.0955127	0.0666653	0.11467	0.143826	0.0719503	0.0915337	0.104687	0.0885869	0.117627	0.131983	0.127935	0.0861952	0.125233	0.0667459	0.0801239	0.0901933	0.162549	0.0212511	0.0422629	0.0155482	0.0252808	0.0239991	0.0402275	0.0189432	0.0437733	0.0270679	0.0411242	0.0618183	0.0737919	0.0459522	0.0346508	0.0393301	0.0452092	0.0563988	0.0344894	0.026984	0.0414597	3.165197
